Date,Cases,Incidence
2005-08-15,23,1.69118E-06
2005-08-16,17,0.00000125
2005-08-17,18,1.32353E-06
2005-08-18,13,9.55882E-07
2005-08-19,14,1.02941E-06
2005-08-20,12,8.82353E-07
2005-08-21,11,8.08824E-07
2005-08-22,12,8.82353E-07
2005-08-23,20,1.47059E-06
2005-08-24,16,1.17647E-06
2005-08-25,12,8.82353E-07
2005-08-26,20,1.47059E-06
2005-08-27,11,8.08824E-07
2005-08-28,8,5.88235E-07
2005-08-29,17,0.00000125
2005-08-30,25,1.83824E-06
2005-08-31,10,7.35294E-07
2005-09-01,17,0.00000125
2005-09-02,18,1.32353E-06
2005-09-03,7,5.14706E-07
2005-09-04,21,1.54412E-06
2005-09-05,9,6.61765E-07
2005-09-06,19,1.39706E-06
2005-09-07,14,1.02941E-06
2005-09-08,11,8.08824E-07
2005-09-09,12,8.82353E-07
2005-09-10,19,1.39706E-06
2005-09-11,3,2.20588E-07
2005-09-12,23,1.69118E-06
2005-09-13,16,1.17647E-06
2005-09-14,15,1.10294E-06
2005-09-15,9,6.61765E-07
2005-09-16,18,1.32353E-06
2005-09-17,11,8.08824E-07
2005-09-18,8,5.88235E-07
2005-09-19,18,1.32353E-06
2005-09-20,22,1.61765E-06
2005-09-21,26,1.91176E-06
2005-09-22,14,1.02941E-06
2005-09-23,9,6.61765E-07
2005-09-24,7,5.14706E-07
2005-09-25,9,6.61765E-07
2005-09-26,16,1.17647E-06
2005-09-27,15,1.10294E-06
2005-09-28,18,1.32353E-06
2005-09-29,12,8.82353E-07
2005-09-30,11,8.08824E-07
2005-10-01,20,1.47059E-06
2005-10-02,13,9.55882E-07
2005-10-03,22,1.61765E-06
2005-10-04,11,8.08824E-07
2005-10-05,7,5.14706E-07
2005-10-06,9,6.61765E-07
2005-10-07,9,6.61765E-07
2005-10-08,9,6.61765E-07
2005-10-09,6,4.41176E-07
2005-10-10,11,8.08824E-07
2005-10-11,12,8.82353E-07
2005-10-12,18,1.32353E-06
2005-10-13,13,9.55882E-07
2005-10-14,18,1.32353E-06
2005-10-15,14,1.02941E-06
2005-10-16,9,6.61765E-07
2005-10-17,11,8.08824E-07
2005-10-18,10,7.35294E-07
2005-10-19,12,8.82353E-07
2005-10-20,9,6.61765E-07
2005-10-21,7,5.14706E-07
2005-10-22,5,3.67647E-07
2005-10-23,11,8.08824E-07
2005-10-24,10,7.35294E-07
2005-10-25,10,7.35294E-07
2005-10-26,15,1.10294E-06
2005-10-27,9,6.61765E-07
2005-10-28,11,8.08824E-07
2005-10-29,11,8.08824E-07
2005-10-30,6,4.41176E-07
2005-10-31,6,4.41176E-07
2005-11-01,10,7.35294E-07
2005-11-02,8,5.88235E-07
2005-11-03,10,7.35294E-07
2005-11-04,9,6.61765E-07
2005-11-05,8,5.88235E-07
2005-11-06,6,4.41176E-07
2005-11-07,13,9.55882E-07
2005-11-08,5,3.67647E-07
2005-11-09,4,2.94118E-07
2005-11-10,9,6.61765E-07
2005-11-11,7,5.14706E-07
2005-11-12,11,8.08824E-07
2005-11-13,8,5.88235E-07
2005-11-14,5,3.67647E-07
2005-11-15,13,9.55882E-07
2005-11-16,10,7.35294E-07
2005-11-17,7,5.14706E-07
2005-11-18,6,4.41176E-07
2005-11-19,5,3.67647E-07
2005-11-20,5,3.67647E-07
2005-11-21,10,7.35294E-07
2005-11-22,9,6.61765E-07
2005-11-23,10,7.35294E-07
2005-11-24,6,4.41176E-07
2005-11-25,7,5.14706E-07
2005-11-26,6,4.41176E-07
2005-11-27,7,5.14706E-07
2005-11-28,7,5.14706E-07
2005-11-29,4,2.94118E-07
2005-11-30,10,7.35294E-07
2005-12-01,8,5.88235E-07
2005-12-02,6,4.41176E-07
2005-12-03,7,5.14706E-07
2005-12-04,3,2.20588E-07
2005-12-05,6,4.41176E-07
2005-12-06,9,6.61765E-07
2005-12-07,5,3.67647E-07
2005-12-08,7,5.14706E-07
2005-12-09,9,6.61765E-07
2005-12-10,6,4.41176E-07
2005-12-11,4,2.94118E-07
2005-12-12,7,5.14706E-07
2005-12-13,9,6.61765E-07
2005-12-14,5,3.67647E-07
2005-12-15,9,6.61765E-07
2005-12-16,7,5.14706E-07
2005-12-17,6,4.41176E-07
2005-12-18,9,6.61765E-07
2005-12-19,6,4.41176E-07
2005-12-20,9,6.61765E-07
2005-12-21,9,6.61765E-07
2005-12-22,6,4.41176E-07
2005-12-23,8,5.88235E-07
2005-12-24,9,6.61765E-07
2005-12-25,6,4.41176E-07
2005-12-26,7,5.14706E-07
2005-12-27,7,5.14706E-07
2005-12-28,8,5.88235E-07
2005-12-29,4,2.94118E-07
2005-12-30,4,2.94118E-07
2005-12-31,5,3.67647E-07
2006-01-01,12,8.82353E-07
2006-01-02,7,5.14706E-07
2006-01-03,16,1.17647E-06
2006-01-04,11,8.08824E-07
2006-01-05,12,8.82353E-07
2006-01-06,3,2.20588E-07
2006-01-07,5,3.67647E-07
2006-01-08,5,3.67647E-07
2006-01-09,8,5.88235E-07
2006-01-10,3,2.20588E-07
2006-01-11,1,7.35294E-08
2006-01-12,7,5.14706E-07
2006-01-13,7,5.14706E-07
2006-01-14,4,2.94118E-07
2006-01-15,7,5.14706E-07
2006-01-16,9,6.61765E-07
2006-01-17,2,1.47059E-07
2006-01-18,12,8.82353E-07
2006-01-19,7,5.14706E-07
2006-01-20,4,2.94118E-07
2006-01-21,4,2.94118E-07
2006-01-22,5,3.67647E-07
2006-01-23,15,1.10294E-06
2006-01-24,8,5.88235E-07
2006-01-25,4,2.94118E-07
2006-01-26,7,5.14706E-07
2006-01-27,10,7.35294E-07
2006-01-28,7,5.14706E-07
2006-01-29,7,5.14706E-07
2006-01-30,9,6.61765E-07
2006-01-31,6,4.41176E-07
2006-02-01,15,1.10294E-06
2006-02-02,11,8.08824E-07
2006-02-03,5,3.67647E-07
2006-02-04,6,4.41176E-07
2006-02-05,6,4.41176E-07
2006-02-06,10,7.35294E-07
2006-02-07,11,8.08824E-07
2006-02-08,9,6.61765E-07
2006-02-09,6,4.41176E-07
2006-02-10,7,5.14706E-07
2006-02-11,4,2.94118E-07
2006-02-12,8,5.88235E-07
2006-02-13,4,2.94118E-07
2006-02-14,5,3.67647E-07
2006-02-15,7,5.14706E-07
2006-02-16,6,4.41176E-07
2006-02-17,8,5.88235E-07
2006-02-18,2,1.47059E-07
2006-02-19,4,2.94118E-07
2006-02-20,9,6.61765E-07
2006-02-21,5,3.67647E-07
2006-02-22,11,8.08824E-07
2006-02-23,3,2.20588E-07
2006-02-24,7,5.14706E-07
2006-02-25,3,2.20588E-07
2006-02-26,9,6.61765E-07
2006-02-27,7,5.14706E-07
2006-02-28,7,5.14706E-07
2006-03-01,6,4.41176E-07
2006-03-02,6,4.41176E-07
2006-03-03,7,5.14706E-07
2006-03-04,3,2.20588E-07
2006-03-05,9,6.61765E-07
2006-03-06,4,2.94118E-07
2006-03-07,2,1.47059E-07
2006-03-08,7,5.14706E-07
2006-03-09,5,3.67647E-07
2006-03-10,11,8.08824E-07
2006-03-11,3,2.20588E-07
2006-03-12,4,2.94118E-07
2006-03-13,1,7.35294E-08
2006-03-14,6,4.41176E-07
2006-03-15,4,2.94118E-07
2006-03-16,4,2.94118E-07
2006-03-17,7,5.14706E-07
2006-03-18,10,7.35294E-07
2006-03-19,11,8.08824E-07
2006-03-20,7,5.14706E-07
2006-03-21,8,5.88235E-07
2006-03-22,8,5.88235E-07
2006-03-23,5,3.67647E-07
2006-03-24,6,4.41176E-07
2006-03-26,3,2.20588E-07
2006-03-27,9,6.61765E-07
2006-03-28,4,2.94118E-07
2006-03-29,1,7.35294E-08
2006-03-30,9,6.61765E-07
2006-03-31,4,2.94118E-07
2006-04-01,3,2.20588E-07
2006-04-02,2,1.47059E-07
2006-04-03,7,5.14706E-07
2006-04-04,6,4.41176E-07
2006-04-05,5,3.67647E-07
2006-04-06,4,2.94118E-07
2006-04-07,9,6.61765E-07
2006-04-08,5,3.67647E-07
2006-04-10,6,4.41176E-07
2006-04-11,6,4.41176E-07
2006-04-12,3,2.20588E-07
2006-04-13,2,1.47059E-07
2006-04-14,4,2.94118E-07
2006-04-15,5,3.67647E-07
2006-04-16,7,5.14706E-07
2006-04-17,8,5.88235E-07
2006-04-18,6,4.41176E-07
2006-04-19,8,5.88235E-07
2006-04-20,1,7.35294E-08
2006-04-21,2,1.47059E-07
2006-04-22,6,4.41176E-07
2006-04-23,1,7.35294E-08
2006-04-24,16,1.17647E-06
2006-04-25,6,4.41176E-07
2006-04-26,7,5.14706E-07
2006-04-27,6,4.41176E-07
2006-04-28,3,2.20588E-07
2006-04-29,3,2.20588E-07
2006-04-30,3,2.20588E-07
2006-05-01,10,7.35294E-07
2006-05-02,4,2.94118E-07
2006-05-03,7,5.14706E-07
2006-05-04,9,6.61765E-07
2006-05-05,11,8.08824E-07
2006-05-06,5,3.67647E-07
2006-05-07,4,2.94118E-07
2006-05-08,4,2.94118E-07
2006-05-09,8,5.88235E-07
2006-05-10,3,2.20588E-07
2006-05-11,6,4.41176E-07
2006-05-12,4,2.94118E-07
2006-05-13,3,2.20588E-07
2006-05-14,5,3.67647E-07
2006-05-15,7,5.14706E-07
2006-05-16,5,3.67647E-07
2006-05-17,2,1.47059E-07
2006-05-18,4,2.94118E-07
2006-05-19,7,5.14706E-07
2006-05-20,10,7.35294E-07
2006-05-21,10,7.35294E-07
2006-05-22,4,2.94118E-07
2006-05-23,6,4.41176E-07
2006-05-24,8,5.88235E-07
2006-05-25,4,2.94118E-07
2006-05-26,5,3.67647E-07
2006-05-27,8,5.88235E-07
2006-05-28,11,8.08824E-07
2006-05-29,20,1.47059E-06
2006-05-30,14,1.02941E-06
2006-05-31,11,8.08824E-07
2006-06-01,19,1.39706E-06
2006-06-02,11,8.08824E-07
2006-06-03,10,7.35294E-07
2006-06-04,11,8.08824E-07
2006-06-05,12,8.82353E-07
2006-06-06,9,6.61765E-07
2006-06-07,19,1.39706E-06
2006-06-08,8,5.88235E-07
2006-06-09,7,5.14706E-07
2006-06-10,17,0.00000125
2006-06-11,7,5.14706E-07
2006-06-12,13,9.55882E-07
2006-06-13,10,7.35294E-07
2006-06-14,7,5.14706E-07
2006-06-15,10,7.35294E-07
2006-06-16,10,7.35294E-07
2006-06-17,13,9.55882E-07
2006-06-18,7,5.14706E-07
2006-06-19,11,8.08824E-07
2006-06-20,11,8.08824E-07
2006-06-21,12,8.82353E-07
2006-06-22,14,1.02941E-06
2006-06-23,10,7.35294E-07
2006-06-24,6,4.41176E-07
2006-06-25,12,8.82353E-07
2006-06-26,9,6.61765E-07
2006-06-27,6,4.41176E-07
2006-06-28,10,7.35294E-07
2006-06-29,13,9.55882E-07
2006-06-30,18,1.32353E-06
2006-07-01,23,1.69118E-06
2006-07-02,14,1.02941E-06
2006-07-03,16,1.17647E-06
2006-07-04,14,1.02941E-06
2006-07-05,14,1.02941E-06
2006-07-06,20,1.47059E-06
2006-07-07,12,8.82353E-07
2006-07-08,15,1.10294E-06
2006-07-09,10,7.35294E-07
2006-07-10,15,1.10294E-06
2006-07-11,19,1.39706E-06
2006-07-12,22,1.61765E-06
2006-07-13,14,1.02941E-06
2006-07-14,17,0.00000125
2006-07-15,25,1.83824E-06
2006-07-16,19,1.39706E-06
2006-07-17,23,1.69118E-06
2006-07-18,23,1.69118E-06
2006-07-19,9,6.61765E-07
2006-07-20,13,9.55882E-07
2006-07-21,17,0.00000125
2006-07-22,20,1.47059E-06
2006-07-23,13,9.55882E-07
2006-07-24,19,1.39706E-06
2006-07-25,18,1.32353E-06
2006-07-26,10,7.35294E-07
2006-07-27,11,8.08824E-07
2006-07-28,15,1.10294E-06
2006-07-29,13,9.55882E-07
2006-07-30,13,9.55882E-07
2006-07-31,16,1.17647E-06
2006-08-01,30,2.20588E-06
2006-08-02,19,1.39706E-06
2006-08-03,15,1.10294E-06
2006-08-04,16,1.17647E-06
2006-08-05,17,0.00000125
2006-08-06,17,0.00000125
2006-08-07,14,1.02941E-06
2006-08-08,25,1.83824E-06
2006-08-09,24,1.76471E-06
2006-08-10,13,9.55882E-07
2006-08-11,14,1.02941E-06
2006-08-12,7,5.14706E-07
2006-08-13,13,9.55882E-07
2006-08-14,16,1.17647E-06
2006-08-15,16,1.17647E-06
2006-08-16,9,6.61765E-07
2006-08-17,14,1.02941E-06
2006-08-18,12,8.82353E-07
2006-08-19,6,4.41176E-07
2006-08-20,12,8.82353E-07
2006-08-21,19,1.39706E-06
2006-08-22,11,8.08824E-07
2006-08-23,16,1.17647E-06
2006-08-24,12,8.82353E-07
2006-08-25,17,0.00000125
2006-08-26,16,1.17647E-06
2006-08-27,18,1.32353E-06
2006-08-28,22,1.61765E-06
2006-08-29,23,1.69118E-06
2006-08-30,17,0.00000125
2006-08-31,13,9.55882E-07
2006-09-01,20,1.47059E-06
2006-09-02,10,7.35294E-07
2006-09-03,13,9.55882E-07
2006-09-04,9,6.61765E-07
2006-09-05,20,1.47059E-06
2006-09-06,16,1.17647E-06
2006-09-07,11,8.08824E-07
2006-09-08,7,5.14706E-07
2006-09-09,9,6.61765E-07
2006-09-10,14,1.02941E-06
2006-09-11,11,8.08824E-07
2006-09-12,15,1.10294E-06
2006-09-13,22,1.61765E-06
2006-09-14,14,1.02941E-06
2006-09-15,14,1.02941E-06
2006-09-16,8,5.88235E-07
2006-09-17,15,1.10294E-06
2006-09-18,19,1.39706E-06
2006-09-19,17,0.00000125
2006-09-20,19,1.39706E-06
2006-09-21,8,5.88235E-07
2006-09-22,10,7.35294E-07
2006-09-23,12,8.82353E-07
2006-09-24,12,8.82353E-07
2006-09-25,10,7.35294E-07
2006-09-26,11,8.08824E-07
2006-09-27,14,1.02941E-06
2006-09-28,8,5.88235E-07
2006-09-29,20,1.47059E-06
2006-09-30,6,4.41176E-07
2006-10-01,8,5.88235E-07
2006-10-02,10,7.35294E-07
2006-10-03,18,1.32353E-06
2006-10-04,15,1.10294E-06
2006-10-05,12,8.82353E-07
2006-10-06,18,1.32353E-06
2006-10-07,12,8.82353E-07
2006-10-08,9,6.61765E-07
2006-10-09,13,9.55882E-07
2006-10-10,22,1.61765E-06
2006-10-11,11,8.08824E-07
2006-10-12,6,4.41176E-07
2006-10-13,12,8.82353E-07
2006-10-14,9,6.61765E-07
2006-10-15,4,2.94118E-07
2006-10-16,10,7.35294E-07
2006-10-17,7,5.14706E-07
2006-10-18,12,8.82353E-07
2006-10-19,9,6.61765E-07
2006-10-20,11,8.08824E-07
2006-10-21,6,4.41176E-07
2006-10-22,13,9.55882E-07
2006-10-23,8,5.88235E-07
2006-10-24,12,8.82353E-07
2006-10-25,15,1.10294E-06
2006-10-26,8,5.88235E-07
2006-10-27,10,7.35294E-07
2006-10-28,10,7.35294E-07
2006-10-29,3,2.20588E-07
2006-10-30,14,1.02941E-06
2006-10-31,5,3.67647E-07
2006-11-01,6,4.41176E-07
2006-11-02,6,4.41176E-07
2006-11-03,13,9.55882E-07
2006-11-04,6,4.41176E-07
2006-11-05,5,3.67647E-07
2006-11-06,4,2.94118E-07
2006-11-07,2,1.47059E-07
2006-11-08,9,6.61765E-07
2006-11-09,8,5.88235E-07
2006-11-10,13,9.55882E-07
2006-11-11,10,7.35294E-07
2006-11-12,2,1.47059E-07
2006-11-13,8,5.88235E-07
2006-11-14,9,6.61765E-07
2006-11-15,8,5.88235E-07
2006-11-16,11,8.08824E-07
2006-11-17,5,3.67647E-07
2006-11-18,4,2.94118E-07
2006-11-19,9,6.61765E-07
2006-11-20,12,8.82353E-07
2006-11-21,14,1.02941E-06
2006-11-22,6,4.41176E-07
2006-11-23,11,8.08824E-07
2006-11-24,6,4.41176E-07
2006-11-25,5,3.67647E-07
2006-11-26,4,2.94118E-07
2006-11-27,10,7.35294E-07
2006-11-28,6,4.41176E-07
2006-11-29,5,3.67647E-07
2006-11-30,2,1.47059E-07
2006-12-01,9,6.61765E-07
2006-12-02,4,2.94118E-07
2006-12-03,2,1.47059E-07
2006-12-04,13,9.55882E-07
2006-12-05,7,5.14706E-07
2006-12-06,5,3.67647E-07
2006-12-07,3,2.20588E-07
2006-12-08,5,3.67647E-07
2006-12-09,6,4.41176E-07
2006-12-10,5,3.67647E-07
2006-12-11,3,2.20588E-07
2006-12-12,5,3.67647E-07
2006-12-13,5,3.67647E-07
2006-12-14,5,3.67647E-07
2006-12-15,5,3.67647E-07
2006-12-16,7,5.14706E-07
2006-12-17,3,2.20588E-07
2006-12-18,4,2.94118E-07
2006-12-19,9,6.61765E-07
2006-12-20,9,6.61765E-07
2006-12-21,3,2.20588E-07
2006-12-22,4,2.94118E-07
2006-12-23,3,2.20588E-07
2006-12-24,3,2.20588E-07
2006-12-25,4,2.94118E-07
2006-12-26,5,3.67647E-07
2006-12-27,4,2.94118E-07
2006-12-28,1,7.35294E-08
2006-12-29,6,4.41176E-07
2006-12-30,2,1.47059E-07
2006-12-31,1,7.35294E-08
2007-01-01,15,1.10294E-06
2007-01-02,6,4.41176E-07
2007-01-03,6,4.41176E-07
2007-01-04,12,8.82353E-07
2007-01-05,11,8.08824E-07
2007-01-06,3,2.20588E-07
2007-01-07,4,2.94118E-07
2007-01-08,9,6.61765E-07
2007-01-09,4,2.94118E-07
2007-01-10,8,5.88235E-07
2007-01-11,7,5.14706E-07
2007-01-12,5,3.67647E-07
2007-01-13,6,4.41176E-07
2007-01-14,3,2.20588E-07
2007-01-15,6,4.41176E-07
2007-01-16,3,2.20588E-07
2007-01-17,8,5.88235E-07
2007-01-18,5,3.67647E-07
2007-01-19,4,2.94118E-07
2007-01-20,4,2.94118E-07
2007-01-21,2,1.47059E-07
2007-01-22,8,5.88235E-07
2007-01-23,8,5.88235E-07
2007-01-24,6,4.41176E-07
2007-01-25,5,3.67647E-07
2007-01-26,5,3.67647E-07
2007-01-27,1,7.35294E-08
2007-01-29,8,5.88235E-07
2007-01-30,1,7.35294E-08
2007-01-31,6,4.41176E-07
2007-02-01,3,2.20588E-07
2007-02-02,4,2.94118E-07
2007-02-03,3,2.20588E-07
2007-02-04,3,2.20588E-07
2007-02-05,4,2.94118E-07
2007-02-06,5,3.67647E-07
2007-02-07,7,5.14706E-07
2007-02-08,4,2.94118E-07
2007-02-09,2,1.47059E-07
2007-02-10,2,1.47059E-07
2007-02-11,6,4.41176E-07
2007-02-12,11,8.08824E-07
2007-02-13,3,2.20588E-07
2007-02-14,7,5.14706E-07
2007-02-15,4,2.94118E-07
2007-02-16,1,7.35294E-08
2007-02-17,6,4.41176E-07
2007-02-18,7,5.14706E-07
2007-02-19,6,4.41176E-07
2007-02-20,4,2.94118E-07
2007-02-21,8,5.88235E-07
2007-02-22,5,3.67647E-07
2007-02-23,6,4.41176E-07
2007-02-24,4,2.94118E-07
2007-02-25,5,3.67647E-07
2007-02-26,8,5.88235E-07
2007-02-27,3,2.20588E-07
2007-02-28,11,8.08824E-07
2007-03-01,10,7.35294E-07
2007-03-02,6,4.41176E-07
2007-03-03,1,7.35294E-08
2007-03-04,2,1.47059E-07
2007-03-05,8,5.88235E-07
2007-03-06,6,4.41176E-07
2007-03-07,6,4.41176E-07
2007-03-08,7,5.14706E-07
2007-03-09,8,5.88235E-07
2007-03-10,7,5.14706E-07
2007-03-11,6,4.41176E-07
2007-03-12,3,2.20588E-07
2007-03-13,9,6.61765E-07
2007-03-14,10,7.35294E-07
2007-03-15,8,5.88235E-07
2007-03-16,5,3.67647E-07
2007-03-17,5,3.67647E-07
2007-03-18,10,7.35294E-07
2007-03-19,12,8.82353E-07
2007-03-20,11,8.08824E-07
2007-03-21,14,1.02941E-06
2007-03-22,12,8.82353E-07
2007-03-23,8,5.88235E-07
2007-03-24,8,5.88235E-07
2007-03-25,5,3.67647E-07
2007-03-26,19,1.39706E-06
2007-03-27,8,5.88235E-07
2007-03-28,13,9.55882E-07
2007-03-29,10,7.35294E-07
2007-03-30,10,7.35294E-07
2007-03-31,3,2.20588E-07
2007-04-01,4,2.94118E-07
2007-04-02,7,5.14706E-07
2007-04-03,4,2.94118E-07
2007-04-04,5,3.67647E-07
2007-04-05,9,6.61765E-07
2007-04-06,3,2.20588E-07
2007-04-07,5,3.67647E-07
2007-04-08,7,5.14706E-07
2007-04-09,9,6.61765E-07
2007-04-10,9,6.61765E-07
2007-04-11,8,5.88235E-07
2007-04-12,10,7.35294E-07
2007-04-13,10,7.35294E-07
2007-04-14,4,2.94118E-07
2007-04-15,7,5.14706E-07
2007-04-16,14,1.02941E-06
2007-04-17,10,7.35294E-07
2007-04-18,5,3.67647E-07
2007-04-19,5,3.67647E-07
2007-04-20,12,8.82353E-07
